,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,
chyde,planmaestro,,,,,,,,,,,,,Mentions,5/5/2019 14:18,RT @PlanMaestro: 3. Tokyo Megacity  (@natgeomaps) https://t.co/6wnvt0N8h3,,,,5/5/2019 14:18,https://twitter.com/#!/chyde/status/1125041995737706496,,,1125041995737706496,
adapttoreality,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 14:19,RT @PlanMaestro: 3. Tokyo Megacity  (@natgeomaps) https://t.co/6wnvt0N8h3,,,,5/5/2019 14:19,https://twitter.com/#!/adapttoreality/status/1125042394360111104,,,1125042394360111104,
adapttoreality,planmaestro,,,,,,,,,,,,,Mentions,5/5/2019 14:19,RT @PlanMaestro: 3. Tokyo Megacity  (@natgeomaps) https://t.co/6wnvt0N8h3,,,,5/5/2019 14:19,https://twitter.com/#!/adapttoreality/status/1125042394360111104,,,1125042394360111104,
planmaestro,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 14:17,3. Tokyo Megacity  (@natgeomaps) https://t.co/6wnvt0N8h3,,,,5/5/2019 14:17,https://twitter.com/#!/planmaestro/status/1125041845849993217,,,1125041845849993217,1125041684121780225
pedro_decastro,planmaestro,,,,,,,,,,,,,Mentions,5/5/2019 15:15,RT @PlanMaestro: 3. Tokyo Megacity  (@natgeomaps) https://t.co/6wnvt0N8h3,,,,5/5/2019 15:15,https://twitter.com/#!/pedro_decastro/status/1125056307780829184,,,1125056307780829184,
pedro_decastro,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 15:15,RT @PlanMaestro: 3. Tokyo Megacity  (@natgeomaps) https://t.co/6wnvt0N8h3,,,,5/5/2019 15:15,https://twitter.com/#!/pedro_decastro/status/1125056307780829184,,,1125056307780829184,
mapmakerdavid,mapmakerdavid,,,,,,,,,,,,,Tweet,5/5/2019 9:56,Better: if the indigenous peoples are the mapmakers. https://t.co/fsyhJdUPLO,https://twitter.com/NatGeoMaps/status/1124803487999696896,twitter.com,,5/5/2019 9:56,https://twitter.com/#!/mapmakerdavid/status/1124976113615130625,,,1124976113615130625,
joeljapay,mapmakerdavid,,,,,,,,,,,,,Mentions,5/5/2019 15:27,RT @mapmakerdavid: Better: if the indigenous peoples are the mapmakers. https://t.co/fsyhJdUPLO,https://twitter.com/NatGeoMaps/status/1124803487999696896,twitter.com,,5/5/2019 15:27,https://twitter.com/#!/joeljapay/status/1125059442649645056,,,1125059442649645056,
om4rpm,natgeomaps,,,,,,,,,,,,,Mentions,4/29/2019 16:32,RT @NatGeoMaps: Tokyo became a megacity by reinventing itself https://t.co/bXRKG6bqQe https://t.co/cZIN8uzsVw,https://on.natgeo.com/2vpNEr4,natgeo.com,,4/29/2019 16:32,https://twitter.com/#!/om4rpm/status/1122901454396841990,,,1122901454396841990,
om4rpm,natgeomaps,,,,,,,,,,,,,Mentions,4/30/2019 16:57,RT @NatGeoMaps: One of the snowiest places on Earth is losing its glaciers https://t.co/SOgHJeIxG2 https://t.co/C0X3dpzKxc,https://on.natgeo.com/2vA4JhX,natgeo.com,,4/30/2019 16:57,https://twitter.com/#!/om4rpm/status/1123270089443246080,,,1123270089443246080,
om4rpm,natgeomaps,,,,,,,,,,,,,Mentions,5/1/2019 14:07,RT @NatGeoMaps: Map of the Day: This simple sketch from 1910 superimposes three glaciers from the Swiss Alps onto the lower portion of Alas…,,,,5/1/2019 14:07,https://twitter.com/#!/om4rpm/status/1123589743592267776,,,1123589743592267776,
om4rpm,natgeomaps,,,,,,,,,,,,,Mentions,5/3/2019 15:37,"RT @NatGeoMaps: Map of the Day: Ellesmere Island in northern Canada was a crossroads for the Arctic Small Tool, Thule, and Norse cultures.…",,,,5/3/2019 15:37,https://twitter.com/#!/om4rpm/status/1124337184453140481,,,1124337184453140481,
om4rpm,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 22:26,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/4/2019 22:26,https://twitter.com/#!/om4rpm/status/1124802465667350531,,,1124802465667350531,
om4rpm,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 22:08,RT @NatGeoMaps: Silicon Valley has grown from a techie outpost around Palo Alto to a sprawling Bay Area region of high-tech industries and…,,,,5/5/2019 22:08,https://twitter.com/#!/om4rpm/status/1125160329497972736,,,1125160329497972736,
zentree,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 23:35,RT @NatGeoMaps: These countries fund the most scientific research https://t.co/KsYbZ6J58u https://t.co/JH6wubTeqV,https://on.natgeo.com/2H3uT3h,natgeo.com,,5/5/2019 23:35,https://twitter.com/#!/zentree/status/1125182157754777601,,,1125182157754777601,
_mindwanderer,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 23:51,RT @NatGeoMaps: These countries fund the most scientific research https://t.co/KsYbZ6J58u https://t.co/JH6wubTeqV,https://on.natgeo.com/2H3uT3h,natgeo.com,,5/5/2019 23:51,https://twitter.com/#!/_mindwanderer/status/1125186268533383168,,,1125186268533383168,
geousb,natgeomaps,,,,,,,,,,,,,Mentions,4/28/2019 19:39,"RT @NatGeoMaps: Map of the Day: Designed and painted by Christopher A. Klein, this colorful illustration from October 1987 depicts the pain…",,,,4/28/2019 19:39,https://twitter.com/#!/geousb/status/1122586261536018433,,,1122586261536018433,
geousb,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 23:57,RT @NatGeoMaps: These countries fund the most scientific research https://t.co/KsYbZ6J58u https://t.co/JH6wubTeqV,https://on.natgeo.com/2H3uT3h,natgeo.com,,5/5/2019 23:57,https://twitter.com/#!/geousb/status/1125187735394951172,,,1125187735394951172,
amyfacca,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 1:34,RT @NatGeoMaps: Map of the Day: The Railroad Legacy Map of the United States illustrates the many ways railroads have impacted the nation a…,,,,5/6/2019 1:34,https://twitter.com/#!/amyfacca/status/1125212256239857664,,,1125212256239857664,
stanfordgreg,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 1:45,RT @NatGeoMaps: Map of the Day: The Railroad Legacy Map of the United States illustrates the many ways railroads have impacted the nation a…,,,,5/6/2019 1:45,https://twitter.com/#!/stanfordgreg/status/1125214866627866625,,,1125214866627866625,
milapjnu,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 2:41,RT @NatGeoMaps: These countries fund the most scientific research https://t.co/KsYbZ6J58u https://t.co/JH6wubTeqV,https://on.natgeo.com/2H3uT3h,natgeo.com,,5/6/2019 2:41,https://twitter.com/#!/milapjnu/status/1125229091890683909,,,1125229091890683909,
eobetzy,keh,,,,,,,,,,,,,Mentions,5/6/2019 3:22,"RT @BZgeo: Reminds me of fascinating work being done by the likes of @ConservationOrg PI @KarynTabor, right @EOBetzy, @africa_science, @keh…",,,,5/6/2019 3:22,https://twitter.com/#!/eobetzy/status/1125239321622192128,,,1125239321622192128,
eobetzy,africa_science,,,,,,,,,,,,,Mentions,5/6/2019 3:22,"RT @BZgeo: Reminds me of fascinating work being done by the likes of @ConservationOrg PI @KarynTabor, right @EOBetzy, @africa_science, @keh…",,,,5/6/2019 3:22,https://twitter.com/#!/eobetzy/status/1125239321622192128,,,1125239321622192128,
bzgeo,karyntabor,,,,,,,,,,,,,Mentions,5/4/2019 22:35,"Reminds me of fascinating work being done by the likes of @ConservationOrg PI @KarynTabor, right @EOBetzy,… https://t.co/EeF0YiCSpY",https://twitter.com/i/web/status/1124804864268230656,twitter.com,,5/4/2019 22:35,https://twitter.com/#!/bzgeo/status/1124804864268230656,,,1124804864268230656,
eobetzy,karyntabor,,,,,,,,,,,,,Mentions,5/6/2019 3:22,"RT @BZgeo: Reminds me of fascinating work being done by the likes of @ConservationOrg PI @KarynTabor, right @EOBetzy, @africa_science, @keh…",,,,5/6/2019 3:22,https://twitter.com/#!/eobetzy/status/1125239321622192128,,,1125239321622192128,
bzgeo,conservationorg,,,,,,,,,,,,,Mentions,5/4/2019 22:35,"Reminds me of fascinating work being done by the likes of @ConservationOrg PI @KarynTabor, right @EOBetzy,… https://t.co/EeF0YiCSpY",https://twitter.com/i/web/status/1124804864268230656,twitter.com,,5/4/2019 22:35,https://twitter.com/#!/bzgeo/status/1124804864268230656,,,1124804864268230656,
eobetzy,conservationorg,,,,,,,,,,,,,Mentions,5/6/2019 3:22,"RT @BZgeo: Reminds me of fascinating work being done by the likes of @ConservationOrg PI @KarynTabor, right @EOBetzy, @africa_science, @keh…",,,,5/6/2019 3:22,https://twitter.com/#!/eobetzy/status/1125239321622192128,,,1125239321622192128,
bzgeo,eobetzy,,,,,,,,,,,,,Mentions,5/4/2019 22:35,"Reminds me of fascinating work being done by the likes of @ConservationOrg PI @KarynTabor, right @EOBetzy,… https://t.co/EeF0YiCSpY",https://twitter.com/i/web/status/1124804864268230656,twitter.com,,5/4/2019 22:35,https://twitter.com/#!/bzgeo/status/1124804864268230656,,,1124804864268230656,
eobetzy,bzgeo,,,,,,,,,,,,,Mentions,5/6/2019 3:22,"RT @BZgeo: Reminds me of fascinating work being done by the likes of @ConservationOrg PI @KarynTabor, right @EOBetzy, @africa_science, @keh…",,,,5/6/2019 3:22,https://twitter.com/#!/eobetzy/status/1125239321622192128,,,1125239321622192128,
wuji_ayaya,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 0:46,"RT @NatGeoMaps: Map of the Day: The second smallest state in the U.S., Delaware has the least number of counties: three. This map from 1935…",,,,5/4/2019 0:46,https://twitter.com/#!/wuji_ayaya/status/1124475409381220353,,,1124475409381220353,
wuji_ayaya,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 3:23,RT @NatGeoMaps: Map of the Day: The Railroad Legacy Map of the United States illustrates the many ways railroads have impacted the nation a…,,,,5/6/2019 3:23,https://twitter.com/#!/wuji_ayaya/status/1125239679840804864,,,1125239679840804864,
lecartographe,natgeomaps,,,,,,,,,,,,,Mentions,4/30/2019 18:26,RT @NatGeoMaps: One of the snowiest places on Earth is losing its glaciers https://t.co/SOgHJeIxG2 https://t.co/C0X3dpzKxc,https://on.natgeo.com/2vA4JhX,natgeo.com,,4/30/2019 18:26,https://twitter.com/#!/lecartographe/status/1123292629305839616,,,1123292629305839616,
lecartographe,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 4:34,RT @NatGeoMaps: These countries fund the most scientific research https://t.co/KsYbZ6J58u https://t.co/JH6wubTeqV,https://on.natgeo.com/2H3uT3h,natgeo.com,,5/6/2019 4:34,https://twitter.com/#!/lecartographe/status/1125257443318140931,,,1125257443318140931,
stonemason777,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 4:45,RT @NatGeoMaps: Map of the Day: The Railroad Legacy Map of the United States illustrates the many ways railroads have impacted the nation a…,,,,5/6/2019 4:45,https://twitter.com/#!/stonemason777/status/1125260265518522368,,,1125260265518522368,
jorgebabul,medelsson,,,,,,,,,,,,,Mentions,5/6/2019 5:41,RT @medelsson: Impresionante. Solo el 2017 retornaron a China 480.000 becados para estudios en el extranjero. Son la 2ª potencia después de…,,,,5/6/2019 5:41,https://twitter.com/#!/jorgebabul/status/1125274263240495104,,,1125274263240495104,
vittoco,medelsson,,,,,,,,,,,,,Mentions,5/6/2019 5:48,RT @medelsson: Impresionante. Solo el 2017 retornaron a China 480.000 becados para estudios en el extranjero. Son la 2ª potencia después de…,,,,5/6/2019 5:48,https://twitter.com/#!/vittoco/status/1125276144142565376,,,1125276144142565376,
fantaiyo,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 6:05,RT @NatGeoMaps: Map of the Day: The Railroad Legacy Map of the United States illustrates the many ways railroads have impacted the nation a…,,,,5/6/2019 6:05,https://twitter.com/#!/fantaiyo/status/1125280446206681088,,,1125280446206681088,
vanessahdzs,medelsson,,,,,,,,,,,,,Mentions,5/6/2019 6:06,RT @medelsson: Impresionante. Solo el 2017 retornaron a China 480.000 becados para estudios en el extranjero. Son la 2ª potencia después de…,,,,5/6/2019 6:06,https://twitter.com/#!/vanessahdzs/status/1125280753607163906,,,1125280753607163906,
kadirozmenart,natgeomaps,,,,,,,,,,,,,Mentions,4/30/2019 16:52,RT @NatGeoMaps: One of the snowiest places on Earth is losing its glaciers https://t.co/SOgHJeIxG2 https://t.co/C0X3dpzKxc,https://on.natgeo.com/2vA4JhX,natgeo.com,,4/30/2019 16:52,https://twitter.com/#!/kadirozmenart/status/1123268793000759297,,,1123268793000759297,
kadirozmenart,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 6:31,RT @NatGeoMaps: Map of the Day: The Railroad Legacy Map of the United States illustrates the many ways railroads have impacted the nation a…,,,,5/6/2019 6:31,https://twitter.com/#!/kadirozmenart/status/1125286835368931328,,,1125286835368931328,
jonuniter,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 6:32,RT @NatGeoMaps: National Geographic has compiled a digital archive of its entire editorial cartography collection—every map ever published…,,,,5/6/2019 6:32,https://twitter.com/#!/jonuniter/status/1125287166408646656,,,1125287166408646656,
cedricvd_,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 6:49,RT @NatGeoMaps: These countries fund the most scientific research https://t.co/KsYbZ6J58u https://t.co/JH6wubTeqV,https://on.natgeo.com/2H3uT3h,natgeo.com,,5/6/2019 6:49,https://twitter.com/#!/cedricvd_/status/1125291513829888000,,,1125291513829888000,
sovietsurvey,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 8:00,RT @NatGeoMaps: These countries fund the most scientific research https://t.co/KsYbZ6J58u https://t.co/JH6wubTeqV,https://on.natgeo.com/2H3uT3h,natgeo.com,,5/6/2019 8:00,https://twitter.com/#!/sovietsurvey/status/1125309463286697985,,,1125309463286697985,
muellerhistory,natgeomaps,,,,,,,,,,,,,Mentions,4/28/2019 13:29,"RT @NatGeoMaps: Published in October 1949, this map highlights the top of the world. https://t.co/gpPPDDNxmG https://t.co/nrq8UxMQTg",https://on.natgeo.com/2vp7Yc7,natgeo.com,,4/28/2019 13:29,https://twitter.com/#!/muellerhistory/status/1122492988280725504,,,1122492988280725504,
muellerhistory,natgeomaps,,,,,,,,,,,,,Mentions,5/1/2019 14:32,RT @NatGeoMaps: Map of the Day: This simple sketch from 1910 superimposes three glaciers from the Swiss Alps onto the lower portion of Alas…,,,,5/1/2019 14:32,https://twitter.com/#!/muellerhistory/status/1123596004123660290,,,1123596004123660290,
muellerhistory,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 10:17,RT @NatGeoMaps: Map of the Day: The Railroad Legacy Map of the United States illustrates the many ways railroads have impacted the nation a…,,,,5/6/2019 10:17,https://twitter.com/#!/muellerhistory/status/1125343859716907010,,,1125343859716907010,
enlasplantas,medelsson,,,,,,,,,,,,,Mentions,5/6/2019 11:07,RT @medelsson: Impresionante. Solo el 2017 retornaron a China 480.000 becados para estudios en el extranjero. Son la 2ª potencia después de…,,,,5/6/2019 11:07,https://twitter.com/#!/enlasplantas/status/1125356390376267777,,,1125356390376267777,
planetaria_,medelsson,,,,,,,,,,,,,Mentions,5/6/2019 13:18,RT @medelsson: Impresionante. Solo el 2017 retornaron a China 480.000 becados para estudios en el extranjero. Son la 2ª potencia después de…,,,,5/6/2019 13:18,https://twitter.com/#!/planetaria_/status/1125389284754767873,,,1125389284754767873,
ecohidrologo,medelsson,,,,,,,,,,,,,Mentions,5/6/2019 13:23,RT @medelsson: Impresionante. Solo el 2017 retornaron a China 480.000 becados para estudios en el extranjero. Son la 2ª potencia después de…,,,,5/6/2019 13:23,https://twitter.com/#!/ecohidrologo/status/1125390580727668736,,,1125390580727668736,
eduardoquirozcl,medelsson,,,,,,,,,,,,,Mentions,5/6/2019 14:10,RT @medelsson: Impresionante. Solo el 2017 retornaron a China 480.000 becados para estudios en el extranjero. Son la 2ª potencia después de…,,,,5/6/2019 14:10,https://twitter.com/#!/eduardoquirozcl/status/1125402553473273856,,,1125402553473273856,
jordantzvetkov,natgeomaps,,,,,,,,,,,,,Mentions,5/3/2019 15:29,RT @NatGeoMaps: Some tree-planting programs can do more harm than good https://t.co/64RnxjmY6X https://t.co/j69aLGPEyn,https://on.natgeo.com/2DJtGfw,natgeo.com,,5/3/2019 15:29,https://twitter.com/#!/jordantzvetkov/status/1124335282298531840,,,1124335282298531840,
jordantzvetkov,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 14:23,RT @NatGeoMaps: Large oil spills have significantly decreased over the past 49 years. https://t.co/jbkd4g04dn https://t.co/JC673wIT9T,https://on.natgeo.com/2ZU6ip7,natgeo.com,,5/6/2019 14:23,https://twitter.com/#!/jordantzvetkov/status/1125405690854612992,,,1125405690854612992,
c_the_wolff,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 15:16,"RT @NatGeoMaps: Map of the Day: This peculiar map from 1916 superimposes Australia on part of North America, using the same scale in the co…",,,,5/6/2019 15:16,https://twitter.com/#!/c_the_wolff/status/1125419081157566465,,,1125419081157566465,
eaglepursuit,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 15:16,"RT @NatGeoMaps: Map of the Day: This peculiar map from 1916 superimposes Australia on part of North America, using the same scale in the co…",,,,5/6/2019 15:16,https://twitter.com/#!/eaglepursuit/status/1125419147041628161,,,1125419147041628161,
packrat74,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 15:28,"RT @NatGeoMaps: Map of the Day: This peculiar map from 1916 superimposes Australia on part of North America, using the same scale in the co…",,,,5/6/2019 15:28,https://twitter.com/#!/packrat74/status/1125421964158324737,,,1125421964158324737,
strato_bear,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 15:29,"RT @NatGeoMaps: Map of the Day: This peculiar map from 1916 superimposes Australia on part of North America, using the same scale in the co…",,,,5/6/2019 15:29,https://twitter.com/#!/strato_bear/status/1125422304987578368,,,1125422304987578368,
socialst_hcs,ncssnetwork,,,,,,,,,,,,,Mentions,5/6/2019 15:35,"RT @EcNcss: This map could pair with the 2016 @NCSSNetwork Notable Social Studies Trade Book Iron Rails, Iron Men, and the Race to Link the…",,,,5/6/2019 15:35,https://twitter.com/#!/socialst_hcs/status/1125423905940889603,,,1125423905940889603,
socialst_hcs,ecncss,,,,,,,,,,,,,Mentions,5/6/2019 15:35,"RT @EcNcss: This map could pair with the 2016 @NCSSNetwork Notable Social Studies Trade Book Iron Rails, Iron Men, and the Race to Link the…",,,,5/6/2019 15:35,https://twitter.com/#!/socialst_hcs/status/1125423905940889603,,,1125423905940889603,
editorenbici,natgeomaps,,,,,,,,,,,,,Mentions,4/30/2019 21:48,"RT @NatGeoMaps: Map of the Day: Chile spans 2,650 miles (4,265 kilometers) north to south. This significant latitude change is reflected in…",,,,4/30/2019 21:48,https://twitter.com/#!/editorenbici/status/1123343383450333185,,,1123343383450333185,
editorenbici,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 15:46,"RT @NatGeoMaps: Map of the Day: This peculiar map from 1916 superimposes Australia on part of North America, using the same scale in the co…",,,,5/6/2019 15:46,https://twitter.com/#!/editorenbici/status/1125426515632644097,,,1125426515632644097,
rileydchampine,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 16:54,"I picked each #MapOTD for this week! The theme is ""The Weirdest Projections I Could Find In The @NatGeoMaps Archive… https://t.co/icuDXg7H6f",https://twitter.com/i/web/status/1125443830705209344,twitter.com,mapotd,5/6/2019 16:54,https://twitter.com/#!/rileydchampine/status/1125443830705209344,,,1125443830705209344,
kennelliott,rileydchampine,,,,,,,,,,,,,Mentions,5/6/2019 16:56,"RT @rileydchampine: I picked each #MapOTD for this week! The theme is ""The Weirdest Projections I Could Find In The @NatGeoMaps Archive"". E…",,,mapotd,5/6/2019 16:56,https://twitter.com/#!/kennelliott/status/1125444265310588928,,,1125444265310588928,
kennelliott,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 16:56,"RT @rileydchampine: I picked each #MapOTD for this week! The theme is ""The Weirdest Projections I Could Find In The @NatGeoMaps Archive"". E…",,,mapotd,5/6/2019 16:56,https://twitter.com/#!/kennelliott/status/1125444265310588928,,,1125444265310588928,
williamscraigm,williamscraigm,,,,,,,,,,,,,Tweet,5/6/2019 17:06,Detroit ?? https://t.co/4tf6p0TEoZ,https://twitter.com/natgeomaps/status/1125418724423544832,twitter.com,,5/6/2019 17:06,https://twitter.com/#!/williamscraigm/status/1125446767024074752,,,1125446767024074752,
fdelabarrera,medelsson,,,,,,,,,,,,,Mentions,5/6/2019 17:33,RT @medelsson: Impresionante. Solo el 2017 retornaron a China 480.000 becados para estudios en el extranjero. Son la 2ª potencia después de…,,,,5/6/2019 17:33,https://twitter.com/#!/fdelabarrera/status/1125453567303798784,,,1125453567303798784,
imgoph,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 17:45,"RT @NatGeoMaps: Map of the Day: This peculiar map from 1916 superimposes Australia on part of North America, using the same scale in the co…",,,,5/6/2019 17:45,https://twitter.com/#!/imgoph/status/1125456617279873024,,,1125456617279873024,
spritewrites,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 17:54,"RT @NatGeoMaps: Map of the Day: This peculiar map from 1916 superimposes Australia on part of North America, using the same scale in the co…",,,,5/6/2019 17:54,https://twitter.com/#!/spritewrites/status/1125458758358974464,,,1125458758358974464,
jonni_walker,natgeomaps,,,,,,,,,,,,,Mentions,4/30/2019 16:02,RT @NatGeoMaps: One of the snowiest places on Earth is losing its glaciers https://t.co/SOgHJeIxG2 https://t.co/C0X3dpzKxc,https://on.natgeo.com/2vA4JhX,natgeo.com,,4/30/2019 16:02,https://twitter.com/#!/jonni_walker/status/1123256441404633088,,,1123256441404633088,
rinconannabelle,jonni_walker,,,,,,,,,,,,,Mentions,5/6/2019 18:16,Map map maps! Who talked about map today ? @datakmart and @jonni_walker https://t.co/PnblWO47nS,https://twitter.com/natgeomaps/status/1125418724423544832,twitter.com,,5/6/2019 18:16,https://twitter.com/#!/rinconannabelle/status/1125464470493519874,,,1125464470493519874,
rinconannabelle,datakmart,,,,,,,,,,,,,Mentions,5/6/2019 18:16,Map map maps! Who talked about map today ? @datakmart and @jonni_walker https://t.co/PnblWO47nS,https://twitter.com/natgeomaps/status/1125418724423544832,twitter.com,,5/6/2019 18:16,https://twitter.com/#!/rinconannabelle/status/1125464470493519874,,,1125464470493519874,
gonzalolarenas,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 18:38,RT @NatGeoMaps: These countries fund the most scientific research https://t.co/KsYbZ6J58u https://t.co/JH6wubTeqV,https://on.natgeo.com/2H3uT3h,natgeo.com,,5/6/2019 18:38,https://twitter.com/#!/gonzalolarenas/status/1125469820634447873,,,1125469820634447873,
westerncoh2o,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 18:45,"RT @NatGeoMaps: Map of the Day: This peculiar map from 1916 superimposes Australia on part of North America, using the same scale in the co…",,,,5/6/2019 18:45,https://twitter.com/#!/westerncoh2o/status/1125471672956383232,,,1125471672956383232,
henry3174,natgeomaps,,,,,,,,,,,,,Mentions,5/4/2019 18:01,"RT @NatGeoMaps: Map of the Day: The Heavens shows star charts and constellations for both the Northern and Southern Hemispheres. All 2,844…",,,,5/4/2019 18:01,https://twitter.com/#!/henry3174/status/1124735759511060480,,,1124735759511060480,
henry3174,natgeomaps,,,,,,,,,,,,,Mentions,5/5/2019 13:58,RT @NatGeoMaps: Silicon Valley has grown from a techie outpost around Palo Alto to a sprawling Bay Area region of high-tech industries and…,,,,5/5/2019 13:58,https://twitter.com/#!/henry3174/status/1125037003496669184,,,1125037003496669184,
henry3174,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 20:45,"RT @NatGeoMaps: Map of the Day: This peculiar map from 1916 superimposes Australia on part of North America, using the same scale in the co…",,,,5/6/2019 20:45,https://twitter.com/#!/henry3174/status/1125501791565643781,,,1125501791565643781,
ecncss,ncssnetwork,,,,,,,,,,,,,Mentions,4/28/2019 17:45,"Wouldn't this pair well with the 2017 @NCSSNetwork Notable Social Studies Trade Book, Marooned in the Arctic: The T… https://t.co/yGqhaBBOO9",https://twitter.com/i/web/status/1122557370213781504,twitter.com,,4/28/2019 17:45,https://twitter.com/#!/ecncss/status/1122557370213781504,,,1122557370213781504,
ecncss,ncssnetwork,,,,,,,,,,,,,Mentions,5/6/2019 11:58,"This map could pair with the 2016 @NCSSNetwork Notable Social Studies Trade Book Iron Rails, Iron Men, and the Race… https://t.co/CknJ5qK1dW",https://twitter.com/i/web/status/1125369136190717957,twitter.com,,5/6/2019 11:58,https://twitter.com/#!/ecncss/status/1125369136190717957,,,1125369136190717957,
dgould3844,ncssnetwork,,,,,,,,,,,,,Mentions,5/6/2019 20:47,"RT @EcNcss: This map could pair with the 2016 @NCSSNetwork Notable Social Studies Trade Book Iron Rails, Iron Men, and the Race to Link the…",,,,5/6/2019 20:47,https://twitter.com/#!/dgould3844/status/1125502349160611842,,,1125502349160611842,
dgould3844,ecncss,,,,,,,,,,,,,Mentions,5/6/2019 20:47,"RT @EcNcss: This map could pair with the 2016 @NCSSNetwork Notable Social Studies Trade Book Iron Rails, Iron Men, and the Race to Link the…",,,,5/6/2019 20:47,https://twitter.com/#!/dgould3844/status/1125502349160611842,,,1125502349160611842,
derkhazar,natge,,,,,,,,,,,,,Mentions,5/6/2019 21:51,RT @NatGeoMaps: Watch how Alex Honnold climbed Yosemite's El Capitan without ropes during tonight's premiere of #FreeSolo at 9/8c on @NatGe…,,,freesolo,5/6/2019 21:51,https://twitter.com/#!/derkhazar/status/1125518356961026049,,,1125518356961026049,
derkhazar,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 21:48,"RT @NatGeoMaps: Map of the Day: Chile spans 2,650 miles (4,265 kilometers) north to south. This significant latitude change is reflected in…",,,,5/6/2019 21:48,https://twitter.com/#!/derkhazar/status/1125517731309158400,,,1125517731309158400,
derkhazar,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 21:50,"RT @NatGeoMaps: National Geographic Adventurer of the Year Babsi Zangerl is taking on the hardest, scariest routes around the world—includi…",,,,5/6/2019 21:50,https://twitter.com/#!/derkhazar/status/1125518299146739713,,,1125518299146739713,
derkhazar,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 21:51,RT @NatGeoMaps: Watch how Alex Honnold climbed Yosemite's El Capitan without ropes during tonight's premiere of #FreeSolo at 9/8c on @NatGe…,,,freesolo,5/6/2019 21:51,https://twitter.com/#!/derkhazar/status/1125518356961026049,,,1125518356961026049,
natgeomaps,natgeo,,,,,,,,,,,,,Mentions,5/1/2019 16:11,"RT @NatGeoLibrary: 30 years ago, @NatGeo launched the National Geography Bee! As part of its ongoing efforts to improve geographic literacy…",,,,5/1/2019 16:11,https://twitter.com/#!/natgeomaps/status/1123620988250468352,,,1123620988250468352,
natgeomaps,natgeolibrary,,,,,,,,,,,,,Mentions,5/1/2019 16:11,"RT @NatGeoLibrary: 30 years ago, @NatGeo launched the National Geography Bee! As part of its ongoing efforts to improve geographic literacy…",,,,5/1/2019 16:11,https://twitter.com/#!/natgeomaps/status/1123620988250468352,,,1123620988250468352,
ridgerunner95,natgeomaps,,,,,,,,,,,,,Replies to,5/6/2019 23:32,@NatGeoMaps Cities are gonna suck even more ;),,,,5/6/2019 23:32,https://twitter.com/#!/ridgerunner95/status/1125543977388847104,,,1125543977388847104,1125543370993147904
mapscience,natgeomaps,,,,,,,,,,,,,Mentions,5/6/2019 23:33,"RT @NatGeoMaps: Map of the Day: This peculiar map from 1916 superimposes Australia on part of North America, using the same scale in the co…",,,,5/6/2019 23:33,https://twitter.com/#!/mapscience/status/1125544210738941954,,,1125544210738941954,
